         8	    0.000000579
        16	    0.000000627
        32	    0.000000677
        64	    0.000000818
       128	    0.000000820
       256	    0.000000830
       512	    0.000000877
      1024	    0.000000966
      2048	    0.000001178
      4096	    0.000001664
      8192	    0.000004084
     16384	    0.000004385
     32768	    0.000007381
     65536	    0.000011344
    131072	    0.000024359
    262144	    0.000044780
    524288	    0.000086946
   1048576	    0.000171034
   2097152	    0.000337965
   4194304	    0.000673573
   8388608	    0.001336095
  16777216	    0.002647221
  33554432	    0.005535555
  67108864	    0.011346016
 134217728	    0.023002541
 268435456	    0.046330740
 536870912	    0.092866318
1073741824	    0.186400142
